dataset,seed,frac,method,acc,precision,recall,f1,n_tuned,train_time_s,infer_ms
C10C_motion_blur,4,1,SSF,0.5026,0.5024,0.5026,0.5009,1792,92.66,0.5970
C10C_motion_blur,4,1,Adapter,0.4960,0.4914,0.4960,0.4916,25440,137.15,0.6773
C10C_motion_blur,4,1,LoRA,0.5054,0.5041,0.5054,0.5038,49704,78.04,0.7032
C10C_motion_blur,4,1,LFW(ours),0.4500,0.4481,0.4500,0.4468,3072,46.45,0.4537
C10C_motion_blur,4,1,FFT,0.4798,0.4921,0.4798,0.4780,1218186,36.93,0.4513
C10C_fog,0,1,ZeroShot,0.2144,0.4335,0.2144,0.1735,0,0.0,0.5207
C10C_fog,0,0.05,LinearProbe,0.2762,0.3312,0.2762,0.2721,1290,1.01,0.5144
C10C_fog,0,0.05,BitFit,0.2920,0.3208,0.2920,0.2859,8714,2.75,0.5176
C10C_fog,0,0.05,SSF,0.2678,0.3559,0.2678,0.2397,1792,1.89,0.5546
C10C_fog,0,0.05,Adapter,0.3036,0.3053,0.3036,0.2930,25440,4.94,0.5408
C10C_fog,0,0.05,LoRA,0.3354,0.3393,0.3354,0.3355,49704,5.01,0.7806
C10C_fog,0,0.05,LFW(ours),0.2640,0.2712,0.2640,0.2649,3072,4.59,0.5129
C10C_fog,0,0.05,FFT,0.3428,0.3386,0.3428,0.3373,1218186,7.27,0.4992
C10C_fog,0,0.1,LinearProbe,0.3028,0.3489,0.3028,0.2981,1290,2.04,0.4994
C10C_fog,0,0.1,BitFit,0.3306,0.3359,0.3306,0.3272,8714,6.55,0.5084
C10C_fog,0,0.1,SSF,0.3526,0.3517,0.3526,0.3468,1792,8.51,0.5280
C10C_fog,0,0.1,Adapter,0.3454,0.3577,0.3454,0.3459,25440,5.01,0.5608
C10C_fog,0,0.1,LoRA,0.3172,0.3193,0.3172,0.3146,49704,17.26,0.7836
C10C_fog,0,0.1,LFW(ours),0.2328,0.3747,0.2328,0.2036,3072,2.79,0.5062
C10C_fog,0,0.1,FFT,0.3660,0.3616,0.3660,0.3619,1218186,12.09,0.5051
C10C_fog,0,0.2,LinearProbe,0.3278,0.3356,0.3278,0.3200,1290,8.03,0.5132
C10C_fog,0,0.2,BitFit,0.3526,0.3519,0.3526,0.3444,8714,12.84,0.5139
C10C_fog,0,0.2,SSF,0.3730,0.3681,0.3730,0.3689,1792,15.25,0.5451
C10C_fog,0,0.2,Adapter,0.3610,0.3694,0.3610,0.3520,25440,15.53,0.5491
C10C_fog,0,0.2,LoRA,0.3856,0.3868,0.3856,0.3756,49704,18.55,0.7992
C10C_fog,0,0.2,LFW(ours),0.2972,0.2991,0.2972,0.2945,3072,13.62,0.5279
C10C_fog,0,0.2,FFT,0.4040,0.3992,0.4040,0.3997,1218186,19.00,0.5080
C10C_fog,0,0.5,LinearProbe,0.3446,0.3546,0.3446,0.3294,1290,24.91,0.5065
C10C_fog,0,0.5,BitFit,0.3946,0.3958,0.3946,0.3832,8714,47.98,0.5191
C10C_fog,0,0.5,SSF,0.3824,0.3776,0.3824,0.3772,1792,23.02,0.5383
C10C_fog,0,0.5,Adapter,0.3642,0.3758,0.3642,0.3632,25440,16.18,0.5652
C10C_fog,0,0.5,LoRA,0.4082,0.4116,0.4082,0.4071,49704,30.45,0.7981
C10C_fog,0,0.5,LFW(ours),0.3116,0.3185,0.3116,0.3071,3072,29.85,0.6865
C10C_fog,0,0.5,FFT,0.4284,0.4233,0.4284,0.4243,1218186,46.04,0.6631
C10C_fog,0,1,LinearProbe,0.3556,0.3520,0.3556,0.3418,1290,34.23,0.4806
C10C_fog,0,1,BitFit,0.3980,0.4173,0.3980,0.3994,8714,84.74,0.6608
C10C_fog,0,1,SSF,0.4410,0.4424,0.4410,0.4378,1792,136.39,0.7395
C10C_fog,0,1,Adapter,0.3952,0.4030,0.3952,0.3942,25440,62.40,0.7330
C10C_fog,0,1,LoRA,0.4202,0.4196,0.4202,0.4116,49704,59.11,0.7548
C10C_fog,0,1,LFW(ours),0.3226,0.3264,0.3226,0.3223,3072,94.65,0.5294
C10C_fog,0,1,FFT,0.4540,0.4520,0.4540,0.4506,1218186,87.66,0.5042
C10C_fog,1,1,ZeroShot,0.2100,0.3543,0.2100,0.1762,0,0.0,0.5372
C10C_fog,1,0.05,LinearProbe,0.2850,0.2819,0.2850,0.2785,1290,2.18,0.5241
C10C_fog,1,0.05,BitFit,0.2940,0.3372,0.2940,0.2785,8714,1.74,0.5088
C10C_fog,1,0.05,SSF,0.3038,0.3405,0.3038,0.2982,1792,2.84,0.5249
C10C_fog,1,0.05,Adapter,0.3188,0.3212,0.3188,0.3135,25440,2.25,0.5425
C10C_fog,1,0.05,LoRA,0.3176,0.3269,0.3176,0.3076,49704,4.02,0.7757
C10C_fog,1,0.05,LFW(ours),0.2476,0.2572,0.2476,0.2349,3072,3.04,0.5122
C10C_fog,1,0.05,FFT,0.3458,0.3421,0.3458,0.3408,1218186,4.99,0.5094
C10C_fog,1,0.1,LinearProbe,0.3058,0.3019,0.3058,0.3000,1290,4.02,0.5096
C10C_fog,1,0.1,BitFit,0.3154,0.3232,0.3154,0.3019,8714,6.00,0.5069
C10C_fog,1,0.1,SSF,0.3324,0.3274,0.3324,0.3180,1792,6.76,0.5503
C10C_fog,1,0.1,Adapter,0.3260,0.3292,0.3260,0.3191,25440,8.26,0.5533
C10C_fog,1,0.1,LoRA,0.3576,0.3497,0.3576,0.3463,49704,8.58,0.8009
C10C_fog,1,0.1,LFW(ours),0.2498,0.2658,0.2498,0.2357,3072,7.13,0.5113
C10C_fog,1,0.1,FFT,0.3668,0.3649,0.3668,0.3619,1218186,14.37,0.5185
C10C_fog,1,0.2,LinearProbe,0.3174,0.3293,0.3174,0.3035,1290,4.63,0.5170
C10C_fog,1,0.2,BitFit,0.3266,0.3405,0.3266,0.3242,8714,7.79,0.5122
C10C_fog,1,0.2,SSF,0.3706,0.3617,0.3706,0.3603,1792,15.13,0.5404
C10C_fog,1,0.2,Adapter,0.3350,0.3593,0.3350,0.3317,25440,8.11,0.5512
C10C_fog,1,0.2,LoRA,0.3428,0.3571,0.3428,0.3369,49704,12.18,0.9827
C10C_fog,1,0.2,LFW(ours),0.2704,0.2873,0.2704,0.2530,3072,10.71,0.6828
C10C_fog,1,0.2,FFT,0.3944,0.3864,0.3944,0.3868,1218186,26.77,0.6560
C10C_fog,1,0.5,LinearProbe,0.3346,0.3558,0.3346,0.3246,1290,20.02,0.6717
C10C_fog,1,0.5,BitFit,0.3382,0.3481,0.3382,0.3304,8714,19.06,0.4713
C10C_fog,1,0.5,SSF,0.4152,0.4147,0.4152,0.4079,1792,66.70,0.7139
C10C_fog,1,0.5,Adapter,0.3724,0.3760,0.3724,0.3612,25440,46.26,0.6845
C10C_fog,1,0.5,LoRA,0.4016,0.4072,0.4016,0.4007,49704,39.09,0.7296
C10C_fog,1,0.5,LFW(ours),0.3012,0.3049,0.3012,0.2957,3072,40.89,0.6603
C10C_fog,1,0.5,FFT,0.4228,0.4210,0.4228,0.4193,1218186,68.91,0.6459
C10C_fog,1,1,LinearProbe,0.3574,0.3637,0.3574,0.3472,1290,56.54,0.4794
C10C_fog,1,1,BitFit,0.4096,0.4183,0.4096,0.4085,8714,134.60,0.5544
C10C_fog,1,1,SSF,0.4166,0.4175,0.4166,0.4128,1792,73.18,0.5424
C10C_fog,1,1,Adapter,0.4034,0.3989,0.4034,0.3924,25440,57.85,0.5412
C10C_fog,1,1,LoRA,0.4344,0.4364,0.4344,0.4325,49704,75.27,0.7880
C10C_fog,1,1,LFW(ours),0.3216,0.3213,0.3216,0.3144,3072,85.98,0.6420
C10C_fog,1,1,FFT,0.4588,0.4578,0.4588,0.4555,1218186,88.67,0.5077
C10C_fog,2,1,ZeroShot,0.1900,0.3894,0.1900,0.1315,0,0.0,0.5134
C10C_fog,2,0.05,LinearProbe,0.2608,0.3099,0.2608,0.2440,1290,0.96,0.5043
C10C_fog,2,0.05,BitFit,0.2900,0.3151,0.2900,0.2704,8714,2.38,0.4949
C10C_fog,2,0.05,SSF,0.2944,0.3178,0.2944,0.2784,1792,3.29,0.5252
C10C_fog,2,0.05,Adapter,0.3072,0.3150,0.3072,0.3043,25440,4.75,0.5402
C10C_fog,2,0.05,LoRA,0.2988,0.3146,0.2988,0.2799,49704,2.69,0.7699
C10C_fog,2,0.05,LFW(ours),0.2596,0.2783,0.2596,0.2513,3072,3.18,0.5049
C10C_fog,2,0.05,FFT,0.3448,0.3381,0.3448,0.3358,1218186,6.21,0.5137
C10C_fog,2,0.1,LinearProbe,0.2960,0.2915,0.2960,0.2910,1290,4.35,0.5100
C10C_fog,2,0.1,BitFit,0.3088,0.3190,0.3088,0.2854,8714,4.34,0.5100
C10C_fog,2,0.1,SSF,0.3248,0.3247,0.3248,0.3068,1792,7.03,0.5404
C10C_fog,2,0.1,Adapter,0.3198,0.3238,0.3198,0.3077,25440,5.45,0.5424
C10C_fog,2,0.1,LoRA,0.3422,0.3455,0.3422,0.3344,49704,7.01,0.7836
C10C_fog,2,0.1,LFW(ours),0.2576,0.2715,0.2576,0.2559,3072,6.98,0.5243
C10C_fog,2,0.1,FFT,0.3722,0.3706,0.3722,0.3707,1218186,13.90,0.5045
C10C_fog,2,0.2,LinearProbe,0.3158,0.3288,0.3158,0.3090,1290,6.65,0.5110
C10C_fog,2,0.2,BitFit,0.3282,0.3314,0.3282,0.3212,8714,9.20,0.5305
C10C_fog,2,0.2,SSF,0.3724,0.3662,0.3724,0.3647,1792,25.71,0.7284
C10C_fog,2,0.2,Adapter,0.3366,0.3585,0.3366,0.3373,25440,14.34,0.6955
C10C_fog,2,0.2,LoRA,0.3664,0.3624,0.3664,0.3554,49704,17.01,1.0240
C10C_fog,2,0.2,LFW(ours),0.2824,0.2966,0.2824,0.2847,3072,11.88,0.6733
C10C_fog,2,0.2,FFT,0.4006,0.3949,0.4006,0.3967,1218186,29.01,0.4842
C10C_fog,2,0.5,LinearProbe,0.3340,0.3314,0.3340,0.3258,1290,18.53,0.4960
C10C_fog,2,0.5,BitFit,0.3784,0.3762,0.3784,0.3744,8714,57.12,0.7195
C10C_fog,2,0.5,SSF,0.4064,0.4028,0.4064,0.4003,1792,60.02,0.5408
C10C_fog,2,0.5,Adapter,0.3842,0.3796,0.3842,0.3744,25440,27.83,0.7711
C10C_fog,2,0.5,LoRA,0.4106,0.4097,0.4106,0.4076,49704,61.66,1.0848
C10C_fog,2,0.5,LFW(ours),0.2994,0.3010,0.2994,0.2955,3072,32.39,0.6559
C10C_fog,2,0.5,FFT,0.4346,0.4274,0.4346,0.4277,1218186,57.31,0.5496
C10C_fog,2,1,LinearProbe,0.3458,0.3513,0.3458,0.3416,1290,24.21,0.7396
C10C_fog,2,1,BitFit,0.4170,0.4312,0.4170,0.4153,8714,152.01,0.5194
C10C_fog,2,1,SSF,0.4268,0.4215,0.4268,0.4201,1792,74.93,0.5371
C10C_fog,2,1,Adapter,0.3858,0.3881,0.3858,0.3747,25440,68.64,0.5550
C10C_fog,2,1,LoRA,0.4266,0.4283,0.4266,0.4193,49704,61.98,0.7755
C10C_fog,2,1,LFW(ours),0.3248,0.3298,0.3248,0.3231,3072,74.23,0.6026
C10C_fog,2,1,FFT,0.4558,0.4573,0.4558,0.4542,1218186,108.25,0.5533
C10C_fog,3,1,ZeroShot,0.1772,0.3529,0.1772,0.1285,0,0.0,0.5662
C10C_fog,3,0.05,LinearProbe,0.2638,0.2949,0.2638,0.2604,1290,1.58,0.5628
C10C_fog,3,0.05,BitFit,0.2978,0.3249,0.2978,0.2814,8714,2.21,0.5577
C10C_fog,3,0.05,SSF,0.3138,0.3247,0.3138,0.3035,1792,3.27,0.5847
C10C_fog,3,0.05,Adapter,0.3006,0.2961,0.3006,0.2949,25440,3.49,0.5976
C10C_fog,3,0.05,LoRA,0.3190,0.3271,0.3190,0.3207,49704,5.75,0.8265
C10C_fog,3,0.05,LFW(ours),0.2480,0.2599,0.2480,0.2434,3072,3.37,0.5643
C10C_fog,3,0.05,FFT,0.3016,0.3195,0.3016,0.2944,1218186,3.97,0.5636
C10C_fog,3,0.1,LinearProbe,0.2900,0.3019,0.2900,0.2630,1290,2.56,0.5624
C10C_fog,3,0.1,BitFit,0.3152,0.3204,0.3152,0.3053,8714,7.32,0.5610
C10C_fog,3,0.1,SSF,0.3456,0.3441,0.3456,0.3400,1792,13.74,0.5869
C10C_fog,3,0.1,Adapter,0.3258,0.3354,0.3258,0.3213,25440,8.26,0.6202
C10C_fog,3,0.1,LoRA,0.3370,0.3371,0.3370,0.3286,49704,7.80,0.8295
C10C_fog,3,0.1,LFW(ours),0.2616,0.2684,0.2616,0.2580,3072,10.97,0.5620
C10C_fog,3,0.1,FFT,0.3072,0.3209,0.3072,0.3006,1218186,5.72,0.5746
C10C_fog,3,0.2,LinearProbe,0.3344,0.3320,0.3344,0.3302,1290,7.36,0.5608
C10C_fog,3,0.2,BitFit,0.3492,0.3465,0.3492,0.3451,8714,22.07,0.5537
C10C_fog,3,0.2,SSF,0.3972,0.3929,0.3972,0.3923,1792,27.55,0.5803
C10C_fog,3,0.2,Adapter,0.3188,0.3276,0.3188,0.3085,25440,7.31,0.5975
C10C_fog,3,0.2,LoRA,0.3750,0.3881,0.3750,0.3774,49704,15.20,0.8224
C10C_fog,3,0.2,LFW(ours),0.2792,0.2811,0.2792,0.2752,3072,27.78,0.5683
C10C_fog,3,0.2,FFT,0.4006,0.4004,0.4006,0.4000,1218186,29.28,0.5608
C10C_fog,3,0.5,LinearProbe,0.3326,0.3577,0.3326,0.3370,1290,11.17,0.5530
C10C_fog,3,0.5,BitFit,0.3448,0.3471,0.3448,0.3337,8714,24.54,0.5586
C10C_fog,3,0.5,SSF,0.4204,0.4178,0.4204,0.4145,1792,51.69,0.5957
C10C_fog,3,0.5,Adapter,0.3640,0.3657,0.3640,0.3577,25440,37.83,0.6058
C10C_fog,3,0.5,LoRA,0.3912,0.3880,0.3912,0.3882,49704,65.85,0.8260
C10C_fog,3,0.5,LFW(ours),0.3010,0.3169,0.3010,0.2991,3072,32.43,0.5648
C10C_fog,3,0.5,FFT,0.4372,0.4362,0.4372,0.4349,1218186,55.31,0.5617
C10C_fog,3,1,LinearProbe,0.3464,0.3556,0.3464,0.3414,1290,19.67,0.5651
C10C_fog,3,1,BitFit,0.4062,0.4037,0.4062,0.3986,8714,123.38,0.5770
C10C_fog,3,1,SSF,0.4384,0.4405,0.4384,0.4322,1792,101.80,0.6238
C10C_fog,3,1,Adapter,0.4032,0.3972,0.4032,0.3921,25440,81.19,0.6290
C10C_fog,3,1,LoRA,0.4308,0.4285,0.4308,0.4266,49704,94.20,0.8285
C10C_fog,3,1,LFW(ours),0.3062,0.3022,0.3062,0.2961,3072,81.13,0.5700
C10C_fog,3,1,FFT,0.4704,0.4717,0.4704,0.4688,1218186,97.47,0.5857
C10C_fog,4,1,ZeroShot,0.1804,0.3143,0.1804,0.1243,0,0.0,0.6189
C10C_fog,4,0.05,LinearProbe,0.2750,0.3097,0.2750,0.2616,1290,1.16,0.5927
C10C_fog,4,0.05,BitFit,0.3012,0.3197,0.3012,0.2856,8714,3.62,0.5599
C10C_fog,4,0.05,SSF,0.2956,0.3187,0.2956,0.2732,1792,3.46,0.5844
C10C_fog,4,0.05,Adapter,0.3100,0.3292,0.3100,0.2899,25440,2.17,0.6204
C10C_fog,4,0.05,LoRA,0.3168,0.3210,0.3168,0.2983,49704,3.04,0.8253
C10C_fog,4,0.05,LFW(ours),0.2478,0.2690,0.2478,0.2331,3072,3.98,0.5644
C10C_fog,4,0.05,FFT,0.3294,0.3261,0.3294,0.3187,1218186,5.24,0.5536
C10C_fog,4,0.1,LinearProbe,0.2974,0.3041,0.2974,0.2922,1290,3.73,0.5601
C10C_fog,4,0.1,BitFit,0.2952,0.3160,0.2952,0.2764,8714,4.60,0.5667
C10C_fog,4,0.1,SSF,0.3090,0.3127,0.3090,0.2948,1792,6.77,0.5885
C10C_fog,4,0.1,Adapter,0.3196,0.3336,0.3196,0.3077,25440,13.47,0.6036
C10C_fog,4,0.1,LoRA,0.3578,0.3554,0.3578,0.3492,49704,11.05,0.8538
C10C_fog,4,0.1,LFW(ours),0.2730,0.2787,0.2730,0.2720,3072,11.68,0.5693
C10C_fog,4,0.1,FFT,0.3750,0.3680,0.3750,0.3638,1218186,11.63,0.5714
C10C_fog,4,0.2,LinearProbe,0.3220,0.3259,0.3220,0.3162,1290,6.37,0.5705
C10C_fog,4,0.2,BitFit,0.3422,0.3354,0.3422,0.3356,8714,16.97,0.5739
C10C_fog,4,0.2,SSF,0.3942,0.3891,0.3942,0.3893,1792,25.60,0.5818
C10C_fog,4,0.2,Adapter,0.3426,0.3598,0.3426,0.3444,25440,23.04,0.5936
C10C_fog,4,0.2,LoRA,0.3720,0.3714,0.3720,0.3674,49704,21.23,0.8229
C10C_fog,4,0.2,LFW(ours),0.2864,0.2891,0.2864,0.2825,3072,15.11,0.5555
C10C_fog,4,0.2,FFT,0.3934,0.3899,0.3934,0.3877,1218186,19.88,0.5547
C10C_fog,4,0.5,LinearProbe,0.3232,0.3291,0.3232,0.3148,1290,14.07,0.5568
C10C_fog,4,0.5,BitFit,0.3706,0.3723,0.3706,0.3682,8714,36.06,0.5565
C10C_fog,4,0.5,SSF,0.4040,0.3958,0.4040,0.3969,1792,38.00,0.5937
C10C_fog,4,0.5,Adapter,0.3866,0.3916,0.3866,0.3857,25440,33.81,0.6254
C10C_fog,4,0.5,LoRA,0.3908,0.3979,0.3908,0.3847,49704,31.38,0.8354
C10C_fog,4,0.5,LFW(ours),0.2978,0.3021,0.2978,0.2956,3072,32.83,0.6770
C10C_fog,4,0.5,FFT,0.4356,0.4319,0.4356,0.4322,1218186,40.87,0.7287
C10C_fog,4,1,LinearProbe,0.3294,0.3471,0.3294,0.3186,1290,33.44,0.5614
C10C_fog,4,1,BitFit,0.4232,0.4273,0.4232,0.4230,8714,138.24,0.5698
C10C_fog,4,1,SSF,0.4440,0.4436,0.4440,0.4411,1792,92.24,0.5997
C10C_fog,4,1,Adapter,0.3996,0.4017,0.3996,0.3951,25440,63.53,0.5893
C10C_fog,4,1,LoRA,0.4278,0.4296,0.4278,0.4254,49704,108.42,0.8368
C10C_fog,4,1,LFW(ours),0.3114,0.3073,0.3114,0.3070,3072,70.32,0.5810
C10C_fog,4,1,FFT,0.4538,0.4615,0.4538,0.4557,1218186,144.08,0.5564
C10C_brightness,0,1,ZeroShot,0.4834,0.5342,0.4834,0.4799,0,0.0,0.5632
C10C_brightness,0,0.05,LinearProbe,0.5268,0.5353,0.5268,0.5259,1290,1.02,0.5602
C10C_brightness,0,0.05,BitFit,0.5262,0.5333,0.5262,0.5187,8714,1.66,0.5612
C10C_brightness,0,0.05,SSF,0.5280,0.5348,0.5280,0.5235,1792,1.95,0.5842
C10C_brightness,0,0.05,Adapter,0.5254,0.5312,0.5254,0.5208,25440,1.84,0.6004
C10C_brightness,0,0.05,LoRA,0.5252,0.5320,0.5252,0.5213,49704,3.08,0.8274
C10C_brightness,0,0.05,LFW(ours),0.4934,0.5093,0.4934,0.4871,3072,3.08,0.5668
C10C_brightness,0,0.05,FFT,0.5410,0.5372,0.5410,0.5350,1218186,3.61,0.5701
C10C_brightness,0,0.1,LinearProbe,0.5190,0.5229,0.5190,0.5167,1290,2.54,0.5679
C10C_brightness,0,0.1,BitFit,0.5358,0.5380,0.5358,0.5345,8714,8.56,0.5656
C10C_brightness,0,0.1,SSF,0.5380,0.5388,0.5380,0.5358,1792,5.55,0.5904
C10C_brightness,0,0.1,Adapter,0.5320,0.5375,0.5320,0.5318,25440,7.71,0.6013
C10C_brightness,0,0.1,LoRA,0.5296,0.5356,0.5296,0.5293,49704,6.38,0.8578
C10C_brightness,0,0.1,LFW(ours),0.4938,0.5082,0.4938,0.4834,3072,3.98,0.5624
C10C_brightness,0,0.1,FFT,0.5334,0.5330,0.5334,0.5268,1218186,5.06,0.5786
C10C_brightness,0,0.2,LinearProbe,0.5284,0.5223,0.5284,0.5240,1290,8.18,0.5717
C10C_brightness,0,0.2,BitFit,0.5484,0.5465,0.5484,0.5451,8714,10.08,0.5694
C10C_brightness,0,0.2,SSF,0.5324,0.5292,0.5324,0.5242,1792,6.59,0.6054
C10C_brightness,0,0.2,Adapter,0.5354,0.5313,0.5354,0.5311,25440,13.93,0.6066
C10C_brightness,0,0.2,LoRA,0.5392,0.5357,0.5392,0.5354,49704,13.87,0.8294
C10C_brightness,0,0.2,LFW(ours),0.5042,0.5056,0.5042,0.4983,3072,18.42,0.5765
C10C_brightness,0,0.2,FFT,0.5522,0.5467,0.5522,0.5480,1218186,28.26,0.5726
C10C_brightness,0,0.5,LinearProbe,0.5356,0.5381,0.5356,0.5362,1290,15.63,0.6800
C10C_brightness,0,0.5,BitFit,0.5548,0.5499,0.5548,0.5511,8714,31.01,0.7044
C10C_brightness,0,0.5,SSF,0.5536,0.5512,0.5536,0.5514,1792,68.55,0.7356
C10C_brightness,0,0.5,Adapter,0.5548,0.5531,0.5548,0.5512,25440,26.93,0.5675
C10C_brightness,0,0.5,LoRA,0.5556,0.5515,0.5556,0.5518,49704,25.13,0.8053
C10C_brightness,0,0.5,LFW(ours),0.5098,0.5219,0.5098,0.5056,3072,15.12,0.5085
C10C_brightness,0,0.5,FFT,0.5594,0.5583,0.5594,0.5584,1218186,20.76,0.5041
C10C_brightness,0,1,LinearProbe,0.5400,0.5388,0.5400,0.5362,1290,31.79,0.5160
C10C_brightness,0,1,BitFit,0.5694,0.5702,0.5694,0.5673,8714,77.81,0.5232
C10C_brightness,0,1,SSF,0.5626,0.5624,0.5626,0.5600,1792,70.35,0.5603
C10C_brightness,0,1,Adapter,0.5630,0.5608,0.5630,0.5603,25440,70.96,0.7594
C10C_brightness,0,1,LoRA,0.5534,0.5544,0.5534,0.5488,49704,77.81,0.7371
C10C_brightness,0,1,LFW(ours),0.5198,0.5203,0.5198,0.5135,3072,34.11,0.6705
C10C_brightness,0,1,FFT,0.5708,0.5713,0.5708,0.5697,1218186,106.71,0.4818
C10C_brightness,1,1,ZeroShot,0.4508,0.5093,0.4508,0.4521,0,0.0,0.6599
C10C_brightness,1,0.05,LinearProbe,0.4960,0.4922,0.4960,0.4861,1290,1.46,0.7182
C10C_brightness,1,0.05,BitFit,0.4946,0.4997,0.4946,0.4840,8714,2.11,0.6529
C10C_brightness,1,0.05,SSF,0.4988,0.5046,0.4988,0.4909,1792,2.35,0.6856
C10C_brightness,1,0.05,Adapter,0.5062,0.5025,0.5062,0.4989,25440,3.61,0.7212
C10C_brightness,1,0.05,LoRA,0.5068,0.5033,0.5068,0.5007,49704,4.71,1.0312
C10C_brightness,1,0.05,LFW(ours),0.4648,0.5026,0.4648,0.4604,3072,2.03,0.7071
C10C_brightness,1,0.05,FFT,0.4966,0.5032,0.4966,0.4880,1218186,3.10,0.6705
C10C_brightness,1,0.1,LinearProbe,0.4930,0.4921,0.4930,0.4878,1290,2.03,0.6598
C10C_brightness,1,0.1,BitFit,0.5100,0.5129,0.5100,0.5063,8714,5.85,0.6800
C10C_brightness,1,0.1,SSF,0.5078,0.5070,0.5078,0.5056,1792,8.82,0.6988
C10C_brightness,1,0.1,Adapter,0.5020,0.5089,0.5020,0.4975,25440,9.20,0.7234
C10C_brightness,1,0.1,LoRA,0.5136,0.5121,0.5136,0.5104,49704,8.81,0.9521
C10C_brightness,1,0.1,LFW(ours),0.4818,0.4969,0.4818,0.4761,3072,5.45,0.6876
C10C_brightness,1,0.1,FFT,0.5228,0.5219,0.5228,0.5214,1218186,8.42,0.4941
C10C_brightness,1,0.2,LinearProbe,0.4908,0.4880,0.4908,0.4883,1290,5.23,0.5033
C10C_brightness,1,0.2,BitFit,0.5172,0.5231,0.5172,0.5179,8714,10.88,0.5418
C10C_brightness,1,0.2,SSF,0.5108,0.5052,0.5108,0.5024,1792,6.85,0.5752
C10C_brightness,1,0.2,Adapter,0.5154,0.5177,0.5154,0.5138,25440,18.62,0.7711
C10C_brightness,1,0.2,LoRA,0.5218,0.5222,0.5218,0.5210,49704,13.36,0.9819
C10C_brightness,1,0.2,LFW(ours),0.4930,0.4980,0.4930,0.4904,3072,15.74,0.6497
C10C_brightness,1,0.2,FFT,0.5308,0.5279,0.5308,0.5281,1218186,12.41,0.4687
C10C_brightness,1,0.5,LinearProbe,0.5094,0.5138,0.5094,0.5078,1290,16.19,0.5082
C10C_brightness,1,0.5,BitFit,0.5258,0.5304,0.5258,0.5265,8714,35.92,0.5899
C10C_brightness,1,0.5,SSF,0.5334,0.5298,0.5334,0.5300,1792,22.79,0.6065
C10C_brightness,1,0.5,Adapter,0.5256,0.5281,0.5256,0.5249,25440,35.87,0.4927
C10C_brightness,1,0.5,LoRA,0.5362,0.5350,0.5362,0.5342,49704,27.35,0.6996
C10C_brightness,1,0.5,LFW(ours),0.5038,0.5100,0.5038,0.4988,3072,16.82,0.6216
C10C_brightness,1,0.5,FFT,0.5460,0.5462,0.5460,0.5450,1218186,50.92,0.6476
C10C_brightness,1,1,LinearProbe,0.5028,0.5011,0.5028,0.4993,1290,17.62,0.5813
C10C_brightness,1,1,BitFit,0.5468,0.5463,0.5468,0.5443,8714,92.66,0.5714
C10C_brightness,1,1,SSF,0.5458,0.5437,0.5458,0.5430,1792,55.91,0.6161
C10C_brightness,1,1,Adapter,0.5436,0.5446,0.5436,0.5406,25440,44.24,0.5386
C10C_brightness,1,1,LoRA,0.5418,0.5368,0.5418,0.5372,49704,47.41,0.8351
C10C_brightness,1,1,LFW(ours),0.4982,0.5008,0.4982,0.4935,3072,69.05,0.5993
C10C_brightness,1,1,FFT,0.5612,0.5598,0.5612,0.5597,1218186,59.26,0.5802
C10C_brightness,2,1,ZeroShot,0.4602,0.5148,0.4602,0.4610,0,0.0,0.5864
C10C_brightness,2,0.05,LinearProbe,0.5016,0.4979,0.5016,0.4968,1290,1.36,0.5977
C10C_brightness,2,0.05,BitFit,0.5126,0.5161,0.5126,0.5090,8714,3.82,0.5680
C10C_brightness,2,0.05,SSF,0.5210,0.5183,0.5210,0.5177,1792,3.76,0.6004
C10C_brightness,2,0.05,Adapter,0.5182,0.5143,0.5182,0.5131,25440,4.95,0.6178
C10C_brightness,2,0.05,LoRA,0.5118,0.5063,0.5118,0.5027,49704,3.56,0.9033
C10C_brightness,2,0.05,LFW(ours),0.4886,0.4973,0.4886,0.4854,3072,3.00,0.5831
C10C_brightness,2,0.05,FFT,0.5214,0.5168,0.5214,0.5149,1218186,4.25,0.5742
C10C_brightness,2,0.1,LinearProbe,0.4946,0.4916,0.4946,0.4924,1290,4.44,0.5740
C10C_brightness,2,0.1,BitFit,0.5136,0.5129,0.5136,0.5059,8714,10.44,0.5836
C10C_brightness,2,0.1,SSF,0.5196,0.5229,0.5196,0.5175,1792,7.19,0.6303
C10C_brightness,2,0.1,Adapter,0.4992,0.5091,0.4992,0.4946,25440,7.25,0.6623
C10C_brightness,2,0.1,LoRA,0.5054,0.5086,0.5054,0.5044,49704,8.24,0.7239
C10C_brightness,2,0.1,LFW(ours),0.4728,0.4724,0.4728,0.4702,3072,7.90,0.4896
C10C_brightness,2,0.1,FFT,0.5276,0.5233,0.5276,0.5210,1218186,5.18,0.4598
C10C_brightness,2,0.2,LinearProbe,0.4990,0.5004,0.4990,0.4972,1290,5.28,0.5713
C10C_brightness,2,0.2,BitFit,0.5222,0.5198,0.5222,0.5163,8714,12.23,0.5806
C10C_brightness,2,0.2,SSF,0.5338,0.5318,0.5338,0.5304,1792,17.59,0.6028
C10C_brightness,2,0.2,Adapter,0.5136,0.5131,0.5136,0.5101,25440,23.27,0.6691
C10C_brightness,2,0.2,LoRA,0.5264,0.5293,0.5264,0.5260,49704,16.22,0.8111
