dataset,seed,frac,method,acc,precision,recall,f1,n_tuned,train_time_s,infer_ms
Digits,1,0.2,FFT,0.957684,0.956914,0.957288,0.956912,50826,0.21,0.0024
Digits,1,0.5,ZeroShot,0.964365,0.964231,0.964236,0.963719,0,0.00,0.0017
Digits,1,0.5,VarFilter,0.951002,0.950925,0.950217,0.949594,0,0.00,0.0038
Digits,1,0.5,MIFilter,0.962138,0.961207,0.961618,0.961168,0,0.00,0.0017
Digits,1,0.5,LR,0.942094,0.941936,0.941409,0.941111,650,0.01,0.0004
Digits,1,0.5,SVM,0.287305,0.311232,0.268883,0.211372,13140,0.01,0.0287
Digits,1,0.5,RF,0.908686,0.909960,0.907998,0.907539,15076,0.31,0.0791
Digits,1,0.5,LinearProbe,0.955457,0.956257,0.954903,0.954644,1290,0.13,0.0049
Digits,1,0.5,BitFit,0.964365,0.964231,0.964236,0.963719,394,0.09,0.0020
Digits,1,0.5,SSF,0.964365,0.964231,0.964236,0.963719,896,0.10,0.0026
Digits,1,0.5,Adapter,0.964365,0.964231,0.964236,0.963719,4240,0.08,0.0020
Digits,1,0.5,LoRA,0.964365,0.964231,0.964236,0.963719,3368,0.11,0.0023
Digits,1,0.5,LFW(ours),0.962138,0.961647,0.961855,0.961404,64,0.19,0.0026
Digits,1,0.5,FFT,0.951002,0.950163,0.949647,0.949561,50826,0.36,0.0020
Digits,1,1.0,ZeroShot,0.964365,0.964231,0.964236,0.963719,0,0.00,0.0017
Digits,1,1.0,VarFilter,0.953229,0.952842,0.953203,0.952247,0,0.00,0.0019
Digits,1,1.0,MIFilter,0.971047,0.970243,0.970788,0.970218,0,0.00,0.0019
Digits,1,1.0,LR,0.959911,0.960305,0.958716,0.959044,650,0.01,0.0005
Digits,1,1.0,SVM,0.730512,0.742602,0.715610,0.677338,26207,0.02,0.0634
Digits,1,1.0,RF,0.937639,0.938228,0.936741,0.936745,25484,0.32,0.0800
Digits,1,1.0,LinearProbe,0.964365,0.964231,0.964236,0.963719,1290,0.10,0.0019
Digits,1,1.0,BitFit,0.964365,0.964231,0.964236,0.963719,394,0.11,0.0034
Digits,1,1.0,SSF,0.964365,0.964231,0.964236,0.963719,896,0.12,0.0030
Digits,1,1.0,Adapter,0.964365,0.964231,0.964236,0.963719,4240,0.10,0.0022
Digits,1,1.0,LoRA,0.955457,0.955703,0.954463,0.954314,3368,0.13,0.0023
Digits,1,1.0,LFW(ours),0.964365,0.964231,0.964236,0.963719,64,0.21,0.0021
Digits,1,1.0,FFT,0.964365,0.964613,0.963864,0.963952,50826,0.28,0.0015
Digits,2,0.1,ZeroShot,0.957684,0.957359,0.957991,0.956900,0,0.00,0.0020
Digits,2,0.1,VarFilter,0.968820,0.967983,0.968713,0.967955,0,0.00,0.0025
Digits,2,0.1,MIFilter,0.884187,0.903758,0.884735,0.879409,0,0.00,0.0023
Digits,2,0.1,LR,0.755011,0.758788,0.745396,0.746690,650,0.01,0.0006
Digits,2,0.1,SVM,0.472160,0.301384,0.449886,0.344273,2555,0.00,0.0091
Digits,2,0.1,RF,0.783964,0.770446,0.777604,0.767018,4726,0.31,0.0803
Digits,2,0.1,LinearProbe,0.959911,0.959423,0.960316,0.959114,1290,0.07,0.0023
Digits,2,0.1,BitFit,0.957684,0.957359,0.957991,0.956900,394,0.08,0.0031
Digits,2,0.1,SSF,0.957684,0.957359,0.957991,0.956900,896,0.08,0.0042
Digits,2,0.1,Adapter,0.957684,0.957359,0.957991,0.956900,4240,0.07,0.0018
Digits,2,0.1,LoRA,0.957684,0.957359,0.957991,0.956900,3368,0.08,0.0023
Digits,2,0.1,LFW(ours),0.957684,0.957359,0.957991,0.956900,64,0.14,0.0022
Digits,2,0.1,FFT,0.957684,0.957390,0.957531,0.956925,50826,0.19,0.0025
Digits,2,0.2,ZeroShot,0.957684,0.957359,0.957991,0.956900,0,0.00,0.0019
Digits,2,0.2,VarFilter,0.959911,0.959034,0.959743,0.958956,0,0.00,0.0027
Digits,2,0.2,MIFilter,0.868597,0.889259,0.867294,0.866419,0,0.00,0.0021
Digits,2,0.2,LR,0.881960,0.886442,0.877198,0.877431,650,0.01,0.0004
Digits,2,0.2,SVM,0.213808,0.059395,0.197917,0.086715,5037,0.00,0.0143
Digits,2,0.2,RF,0.870824,0.874400,0.866185,0.865355,7618,0.32,0.0801
Digits,2,0.2,LinearProbe,0.959911,0.959423,0.960316,0.959114,1290,0.08,0.0018
Digits,2,0.2,BitFit,0.957684,0.957359,0.957991,0.956900,394,0.07,0.0019
Digits,2,0.2,SSF,0.957684,0.957359,0.957991,0.956900,896,0.08,0.0043
Digits,2,0.2,Adapter,0.957684,0.957359,0.957991,0.956900,4240,0.08,0.0035
Digits,2,0.2,LoRA,0.957684,0.957359,0.957991,0.956900,3368,0.09,0.0037
Digits,2,0.2,LFW(ours),0.957684,0.957359,0.957991,0.956900,64,0.16,0.0027
Digits,2,0.2,FFT,0.962138,0.961439,0.962380,0.961406,50826,0.21,0.0018
Digits,2,0.5,ZeroShot,0.957684,0.957359,0.957991,0.956900,0,0.00,0.0016
Digits,2,0.5,VarFilter,0.964365,0.963503,0.963863,0.963342,0,0.00,0.0015
Digits,2,0.5,MIFilter,0.968820,0.967983,0.968713,0.967955,0,0.00,0.0019
Digits,2,0.5,LR,0.928731,0.930200,0.927774,0.928129,650,0.01,0.0003
Digits,2,0.5,SVM,0.329621,0.311957,0.308777,0.251992,13140,0.00,0.0358
Digits,2,0.5,RF,0.928731,0.928778,0.927838,0.927664,14662,0.29,0.0775
Digits,2,0.5,LinearProbe,0.955457,0.954528,0.955005,0.954383,1290,0.12,0.0038
Digits,2,0.5,BitFit,0.959911,0.959423,0.960316,0.959114,394,0.11,0.0019
Digits,2,0.5,SSF,0.957684,0.957359,0.957991,0.956900,896,0.11,0.0032
Digits,2,0.5,Adapter,0.957684,0.957359,0.957991,0.956900,4240,0.09,0.0029
Digits,2,0.5,LoRA,0.957684,0.957359,0.957991,0.956900,3368,0.10,0.0027
Digits,2,0.5,LFW(ours),0.957684,0.957069,0.957719,0.956750,64,0.17,0.0021
Digits,2,0.5,FFT,0.964365,0.964897,0.964261,0.963743,50826,0.47,0.0025
Digits,2,1.0,ZeroShot,0.957684,0.957359,0.957991,0.956900,0,0.00,0.0019
Digits,2,1.0,VarFilter,0.944321,0.943334,0.943637,0.942881,0,0.00,0.0027
Digits,2,1.0,MIFilter,0.955457,0.954753,0.955298,0.954420,0,0.00,0.0024
Digits,2,1.0,LR,0.957684,0.957057,0.957254,0.956632,650,0.02,0.0003
Digits,2,1.0,SVM,0.752784,0.860873,0.738451,0.718722,26280,0.01,0.0599
Digits,2,1.0,RF,0.955457,0.955496,0.954649,0.954095,25598,0.31,0.0816
Digits,2,1.0,LinearProbe,0.964365,0.963826,0.963774,0.963288,1290,0.16,0.0015
Digits,2,1.0,BitFit,0.957684,0.957117,0.957877,0.956724,394,0.18,0.0020
Digits,2,1.0,SSF,0.959911,0.959395,0.960100,0.959026,896,0.16,0.0034
Digits,2,1.0,Adapter,0.962138,0.961701,0.962539,0.961416,4240,0.14,0.0033
Digits,2,1.0,LoRA,0.953229,0.952224,0.953153,0.952165,3368,0.17,0.0028
Digits,2,1.0,LFW(ours),0.953229,0.952154,0.952511,0.952149,64,0.27,0.0019
Digits,2,1.0,FFT,0.968820,0.968387,0.968575,0.968006,50826,0.33,0.0019
Digits,3,0.1,ZeroShot,0.971047,0.970267,0.970737,0.970258,0,0.00,0.0016
Digits,3,0.1,VarFilter,0.973274,0.972194,0.972437,0.972195,0,0.00,0.0023
Digits,3,0.1,MIFilter,0.897550,0.903165,0.895163,0.896180,0,0.00,0.0030
Digits,3,0.1,LR,0.837416,0.848966,0.832497,0.833806,650,0.01,0.0003
Digits,3,0.1,SVM,0.483296,0.337545,0.460134,0.367283,2555,0.00,0.0054
Digits,3,0.1,RF,0.806236,0.821422,0.800739,0.801348,4898,0.31,0.0825
Digits,3,0.1,LinearProbe,0.971047,0.970267,0.970737,0.970258,1290,0.08,0.0025
Digits,3,0.1,BitFit,0.971047,0.970267,0.970737,0.970258,394,0.08,0.0031
Digits,3,0.1,SSF,0.971047,0.970267,0.970737,0.970258,896,0.07,0.0042
Digits,3,0.1,Adapter,0.971047,0.970267,0.970737,0.970258,4240,0.07,0.0059
Digits,3,0.1,LoRA,0.971047,0.970267,0.970737,0.970258,3368,0.09,0.0040
Digits,3,0.1,LFW(ours),0.973274,0.972628,0.973089,0.972437,64,0.17,0.0017
Digits,3,0.1,FFT,0.964365,0.963373,0.964074,0.963353,50826,0.19,0.0024
Digits,3,0.2,ZeroShot,0.971047,0.970267,0.970737,0.970258,0,0.00,0.0014
Digits,3,0.2,VarFilter,0.971047,0.970275,0.969962,0.970072,0,0.00,0.0025
Digits,3,0.2,MIFilter,0.922049,0.923772,0.921552,0.919912,0,0.00,0.0022
Digits,3,0.2,LR,0.868597,0.870520,0.865746,0.866035,650,0.01,0.0004
Digits,3,0.2,SVM,0.211581,0.048010,0.195833,0.075600,5037,0.00,0.0162
Digits,3,0.2,RF,0.868597,0.870757,0.865287,0.864888,8044,0.33,0.0805
Digits,3,0.2,LinearProbe,0.971047,0.970267,0.970737,0.970258,1290,0.08,0.0026
Digits,3,0.2,BitFit,0.971047,0.970267,0.970737,0.970258,394,0.08,0.0023
Digits,3,0.2,SSF,0.971047,0.970267,0.970737,0.970258,896,0.08,0.0029
Digits,3,0.2,Adapter,0.971047,0.970267,0.970737,0.970258,4240,0.08,0.0028
Digits,3,0.2,LoRA,0.971047,0.970267,0.970737,0.970258,3368,0.08,0.0016
Digits,3,0.2,LFW(ours),0.971047,0.970267,0.970737,0.970258,64,0.15,0.0025
Digits,3,0.2,FFT,0.968820,0.967739,0.968139,0.967749,50826,0.19,0.0015
Digits,3,0.5,ZeroShot,0.971047,0.970267,0.970737,0.970258,0,0.00,0.0020
Digits,3,0.5,VarFilter,0.959911,0.959105,0.958901,0.958755,0,0.00,0.0021
Digits,3,0.5,MIFilter,0.971047,0.970045,0.970397,0.970076,0,0.00,0.0023
Digits,3,0.5,LR,0.910913,0.910236,0.908088,0.907310,650,0.01,0.0006
Digits,3,0.5,SVM,0.314031,0.295777,0.293839,0.217651,13140,0.00,0.0412
Digits,3,0.5,RF,0.915367,0.915365,0.913750,0.913503,15464,0.30,0.0815
Digits,3,0.5,LinearProbe,0.957684,0.958472,0.957069,0.956844,1290,0.09,0.0032
Digits,3,0.5,BitFit,0.971047,0.970267,0.970737,0.970258,394,0.09,0.0026
Digits,3,0.5,SSF,0.971047,0.970267,0.970737,0.970258,896,0.09,0.0029
Digits,3,0.5,Adapter,0.971047,0.970267,0.970737,0.970258,4240,0.10,0.0028
Digits,3,0.5,LoRA,0.971047,0.970267,0.970737,0.970258,3368,0.09,0.0046
Digits,3,0.5,LFW(ours),0.971047,0.970269,0.970737,0.970213,64,0.19,0.0018
Digits,3,0.5,FFT,0.968820,0.968216,0.968103,0.967930,50826,0.21,0.0054
Digits,3,1.0,ZeroShot,0.971047,0.970267,0.970737,0.970258,0,0.00,0.0019
Digits,3,1.0,VarFilter,0.964365,0.964899,0.963127,0.963166,0,0.00,0.0031
Digits,3,1.0,MIFilter,0.973274,0.972316,0.972778,0.972371,0,0.00,0.0023
Digits,3,1.0,LR,0.939866,0.937500,0.937082,0.936569,650,0.01,0.0003
Digits,3,1.0,SVM,0.730512,0.838996,0.715970,0.693298,26280,0.01,0.0560
Digits,3,1.0,RF,0.942094,0.940677,0.940243,0.939963,24848,0.31,0.0821
Digits,3,1.0,LinearProbe,0.964365,0.964370,0.962836,0.963188,1290,0.14,0.0022
Digits,3,1.0,BitFit,0.971047,0.970267,0.970737,0.970258,394,0.11,0.0040
Digits,3,1.0,SSF,0.971047,0.970267,0.970737,0.970258,896,0.11,0.0037
Digits,3,1.0,Adapter,0.971047,0.970267,0.970737,0.970258,4240,0.10,0.0031
Digits,3,1.0,LoRA,0.942094,0.940967,0.940469,0.940410,3368,0.26,0.0023
Digits,3,1.0,LFW(ours),0.971047,0.970439,0.970380,0.970260,64,0.30,0.0031
Digits,3,1.0,FFT,0.957684,0.957376,0.956446,0.956497,50826,0.28,0.0023
Digits,4,0.1,ZeroShot,0.971047,0.970164,0.970313,0.969991,0,0.00,0.0018
Digits,4,0.1,VarFilter,0.968820,0.967443,0.967761,0.967317,0,0.00,0.0051
Digits,4,0.1,MIFilter,0.937639,0.937720,0.936068,0.936172,0,0.00,0.0022
Digits,4,0.1,LR,0.810690,0.812728,0.805352,0.801623,650,0.01,0.0003
Digits,4,0.1,SVM,0.485523,0.266174,0.461330,0.330271,2555,0.00,0.0056
Digits,4,0.1,RF,0.783964,0.810866,0.776173,0.773155,4630,0.31,0.0798
Digits,4,0.1,LinearProbe,0.971047,0.970164,0.970313,0.969991,1290,0.09,0.0038
Digits,4,0.1,BitFit,0.971047,0.970164,0.970313,0.969991,394,0.07,0.0022
Digits,4,0.1,SSF,0.971047,0.970164,0.970313,0.969991,896,0.07,0.0037
Digits,4,0.1,Adapter,0.971047,0.970164,0.970313,0.969991,4240,0.07,0.0022
Digits,4,0.1,LoRA,0.971047,0.970164,0.970313,0.969991,3368,0.08,0.0021
Digits,4,0.1,LFW(ours),0.971047,0.970164,0.970313,0.969991,64,0.15,0.0025
Digits,4,0.1,FFT,0.966592,0.966997,0.966108,0.966045,50826,0.19,0.0019
Digits,4,0.2,ZeroShot,0.971047,0.970164,0.970313,0.969991,0,0.00,0.0023
Digits,4,0.2,VarFilter,0.955457,0.954904,0.954481,0.954067,0,0.00,0.0020
Digits,4,0.2,MIFilter,0.888641,0.891888,0.888728,0.887364,0,0.00,0.0020
Digits,4,0.2,LR,0.888641,0.893388,0.886229,0.888247,650,0.01,0.0003
Digits,4,0.2,SVM,0.207127,0.045864,0.191667,0.072750,5037,0.00,0.0136
Digits,4,0.2,RF,0.881960,0.890861,0.878728,0.880828,7732,0.25,0.0805
Digits,4,0.2,LinearProbe,0.971047,0.970164,0.970313,0.969991,1290,0.06,0.0020
Digits,4,0.2,BitFit,0.971047,0.970164,0.970313,0.969991,394,0.06,0.0019
Digits,4,0.2,SSF,0.971047,0.970164,0.970313,0.969991,896,0.06,0.0030
Digits,4,0.2,Adapter,0.971047,0.970164,0.970313,0.969991,4240,0.06,0.0021
Digits,4,0.2,LoRA,0.971047,0.970164,0.970313,0.969991,3368,0.06,0.0017
Digits,4,0.2,LFW(ours),0.971047,0.970164,0.970313,0.969991,64,0.13,0.0021
Digits,4,0.2,FFT,0.968820,0.968215,0.967864,0.967635,50826,0.14,0.0016
Digits,4,0.5,ZeroShot,0.971047,0.970164,0.970313,0.969991,0,0.00,0.0011
Digits,4,0.5,VarFilter,0.964365,0.963893,0.963478,0.963491,0,0.00,0.0018
Digits,4,0.5,MIFilter,0.968820,0.967744,0.967906,0.967666,0,0.00,0.0016
Digits,4,0.5,LR,0.906459,0.906118,0.903232,0.903206,650,0.01,0.0005
Digits,4,0.5,SVM,0.287305,0.209185,0.268706,0.203327,13140,0.00,0.0230
Digits,4,0.5,RF,0.906459,0.910711,0.901938,0.903029,15430,0.26,0.0806
Digits,4,0.5,LinearProbe,0.971047,0.970164,0.970313,0.969991,1290,0.06,0.0018
Digits,4,0.5,BitFit,0.971047,0.970164,0.970313,0.969991,394,0.07,0.0021
Digits,4,0.5,SSF,0.971047,0.970164,0.970313,0.969991,896,0.08,0.0035
Digits,4,0.5,Adapter,0.971047,0.970164,0.970313,0.969991,4240,0.07,0.0019
Digits,4,0.5,LoRA,0.971047,0.970164,0.970313,0.969991,3368,0.08,0.0021
Digits,4,0.5,LFW(ours),0.968820,0.967938,0.967606,0.967517,64,0.19,0.0012
Digits,4,0.5,FFT,0.973274,0.972748,0.972247,0.972312,50826,0.18,0.0014
Digits,4,1.0,ZeroShot,0.971047,0.970164,0.970313,0.969991,0,0.00,0.0017
Digits,4,1.0,VarFilter,0.946548,0.946687,0.946020,0.945113,0,0.00,0.0019
Digits,4,1.0,MIFilter,0.968820,0.967828,0.967932,0.967755,0,0.00,0.0017
Digits,4,1.0,LR,0.948775,0.949092,0.946624,0.947006,650,0.01,0.0003
Digits,4,1.0,SVM,0.712695,0.835954,0.699152,0.669469,26280,0.02,0.0451
Digits,4,1.0,RF,0.951002,0.953437,0.948131,0.948998,25494,0.27,0.1025
Digits,4,1.0,LinearProbe,0.962138,0.962459,0.960421,0.960792,1290,0.48,0.0052
Digits,4,1.0,BitFit,0.971047,0.970164,0.970313,0.969991,394,0.13,0.0020
Digits,4,1.0,SSF,0.971047,0.970164,0.970313,0.969991,896,0.11,0.0041
Digits,4,1.0,Adapter,0.966592,0.966855,0.965457,0.965821,4240,0.23,0.0027
Digits,4,1.0,LoRA,0.964365,0.964665,0.962860,0.963085,3368,0.12,0.0012
Digits,4,1.0,LFW(ours),0.973274,0.972839,0.971988,0.971936,64,0.20,0.0011
Digits,4,1.0,FFT,0.966592,0.967424,0.965023,0.965707,50826,0.28,0.0015
Spambase,0,0.05,ZeroShot,0.950435,0.951154,0.944814,0.947743,0,0.00,0.0042
Spambase,0,0.05,VarFilter,0.931304,0.936833,0.919759,0.926742,0,0.00,0.0048
Spambase,0,0.05,MIFilter,0.922609,0.927891,0.910267,0.917392,0,0.00,0.0047
Spambase,0,0.05,LR,0.819130,0.810188,0.812923,0.811457,58,0.00,0.0001
Spambase,0,0.05,SVM,0.802609,0.798824,0.781905,0.787883,1682,0.00,0.0037
Spambase,0,0.05,RF,0.873913,0.899657,0.844979,0.859960,2050,0.26,0.0317
Spambase,0,0.05,LinearProbe,0.951304,0.952287,0.945531,0.948638,258,0.06,0.0047
Spambase,0,0.05,BitFit,0.950435,0.951154,0.944814,0.947743,386,0.06,0.0047
Spambase,0,0.05,SSF,0.950435,0.951154,0.944814,0.947743,882,0.06,0.0064
Spambase,0,0.05,Adapter,0.950435,0.951154,0.944814,0.947743,4240,0.07,0.0052
Spambase,0,0.05,LoRA,0.950435,0.951154,0.944814,0.947743,3308,0.07,0.0046
Spambase,0,0.05,LFW(ours),0.950435,0.951154,0.944814,0.947743,57,0.13,0.0042
Spambase,0,0.05,FFT,0.949565,0.950863,0.943324,0.946759,48002,0.17,0.0046
Spambase,0,0.1,ZeroShot,0.950435,0.951154,0.944814,0.947743,0,0.00,0.0039
Spambase,0,0.1,VarFilter,0.929565,0.925600,0.927211,0.926386,0,0.00,0.0045
Spambase,0,0.1,MIFilter,0.936522,0.940387,0.926768,0.932552,0,0.00,0.0039
Spambase,0,0.1,LR,0.848696,0.845032,0.835381,0.839448,58,0.00,0.0001
Spambase,0,0.1,SVM,0.862609,0.878762,0.836426,0.848934,3306,0.00,0.2060
Spambase,0,0.1,RF,0.872174,0.900507,0.841999,0.857503,3986,0.24,0.0314
Spambase,0,0.1,LinearProbe,0.951304,0.952287,0.945531,0.948638,258,0.06,0.0052
Spambase,0,0.1,BitFit,0.950435,0.951154,0.944814,0.947743,386,0.08,0.0035
Spambase,0,0.1,SSF,0.943478,0.946404,0.935211,0.940103,882,0.09,0.0062
Spambase,0,0.1,Adapter,0.944348,0.947581,0.935928,0.940998,4240,0.11,0.0049
Spambase,0,0.1,LoRA,0.950435,0.951154,0.944814,0.947743,3308,0.07,0.0040
Spambase,0,0.1,LFW(ours),0.950435,0.951154,0.944814,0.947743,57,0.12,0.0044
Spambase,0,0.1,FFT,0.940870,0.944830,0.931513,0.937200,48002,0.16,0.0050
Spambase,0,0.2,ZeroShot,0.950435,0.951154,0.944814,0.947743,0,0.00,0.0038
Spambase,0,0.2,VarFilter,0.937391,0.937899,0.930576,0.933908,0,0.00,0.0041
Spambase,0,0.2,MIFilter,0.937391,0.935676,0.932894,0.934233,0,0.00,0.0037
Spambase,0,0.2,LR,0.903478,0.897356,0.902213,0.899565,58,0.01,0.0001
Spambase,0,0.2,SVM,0.900000,0.904718,0.885433,0.892956,4872,0.00,0.0128
Spambase,0,0.2,RF,0.919130,0.924092,0.906624,0.913679,8556,0.26,0.0318
Spambase,0,0.2,LinearProbe,0.951304,0.952287,0.945531,0.948638,258,0.07,0.0051
Spambase,0,0.2,BitFit,0.950435,0.951154,0.944814,0.947743,386,0.07,0.0040
Spambase,0,0.2,SSF,0.950435,0.951154,0.944814,0.947743,882,0.07,0.0061
Spambase,0,0.2,Adapter,0.950435,0.951154,0.944814,0.947743,4240,0.07,0.0050
Spambase,0,0.2,LoRA,0.950435,0.951154,0.944814,0.947743,3308,0.07,0.0037
Spambase,0,0.2,LFW(ours),0.950435,0.951154,0.944814,0.947743,57,0.14,0.0037
Spambase,0,0.2,FFT,0.949565,0.950863,0.943324,0.946759,48002,0.17,0.0036
Spambase,0,0.5,ZeroShot,0.950435,0.951154,0.944814,0.947743,0,0.00,0.0038
Spambase,0,0.5,VarFilter,0.946957,0.948300,0.940399,0.943982,0,0.00,0.0043
Spambase,0,0.5,MIFilter,0.936522,0.938474,0.928313,0.932789,0,0.00,0.0036
Spambase,0,0.5,LR,0.901739,0.897222,0.896914,0.897067,58,0.01,0.0001
Spambase,0,0.5,SVM,0.904348,0.909768,0.889793,0.897561,9512,0.01,0.0214
Spambase,0,0.5,RF,0.928696,0.930304,0.919925,0.924470,20912,0.27,0.0319
Spambase,0,0.5,LinearProbe,0.951304,0.949987,0.947850,0.948889,258,0.13,0.0050
Spambase,0,0.5,BitFit,0.951304,0.950703,0.947077,0.948807,386,0.14,0.0038
Spambase,0,0.5,SSF,0.954783,0.953302,0.951878,0.952577,882,0.13,0.0059
Spambase,0,0.5,Adapter,0.951304,0.950703,0.947077,0.948807,4240,0.11,0.0065
Spambase,0,0.5,LoRA,0.953913,0.952222,0.951161,0.951684,3308,0.14,0.0040
Spambase,0,0.5,LFW(ours),0.939130,0.937509,0.934715,0.936060,57,0.27,0.0042
Spambase,0,0.5,FFT,0.933043,0.930619,0.928921,0.929750,48002,0.29,0.0041
Spambase,0,1.0,ZeroShot,0.950435,0.951154,0.944814,0.947743,0,0.00,0.0042
Spambase,0,1.0,VarFilter,0.936522,0.938933,0.927927,0.932731,0,0.00,0.0041
Spambase,0,1.0,MIFilter,0.931304,0.933789,0.922077,0.927138,0,0.00,0.0039
Spambase,0,1.0,LR,0.921739,0.918881,0.916891,0.917857,58,0.01,0.0001
Spambase,0,1.0,SVM,0.927826,0.927519,0.920753,0.923843,16762,0.02,0.0369
Spambase,0,1.0,RF,0.939130,0.939346,0.932784,0.935798,37460,0.27,0.0315
Spambase,0,1.0,LinearProbe,0.951304,0.952287,0.945531,0.948638,258,0.10,0.0036
Spambase,0,1.0,BitFit,0.950435,0.951154,0.944814,0.947743,386,0.11,0.0039
Spambase,0,1.0,SSF,0.950435,0.951154,0.944814,0.947743,882,0.14,0.0067
Spambase,0,1.0,Adapter,0.950435,0.951154,0.944814,0.947743,4240,0.11,0.0051
Spambase,0,1.0,LoRA,0.950435,0.951154,0.944814,0.947743,3308,0.13,0.0043
Spambase,0,1.0,LFW(ours),0.953913,0.951898,0.951547,0.951722,57,0.23,0.0049
Spambase,0,1.0,FFT,0.945217,0.941928,0.943601,0.942744,48002,0.71,0.0036
Spambase,1,0.05,ZeroShot,0.920000,0.921404,0.910433,0.915185,0,0.00,0.0038
Spambase,1,0.05,VarFilter,0.875652,0.868921,0.871916,0.870329,0,0.00,0.0035
Spambase,1,0.05,MIFilter,0.917391,0.919716,0.906735,0.912225,0,0.00,0.0038
Spambase,1,0.05,LR,0.843478,0.836100,0.836100,0.836100,58,0.00,0.0001
Spambase,1,0.05,SVM,0.840870,0.835937,0.828152,0.831513,1798,0.00,0.0043
Spambase,1,0.05,RF,0.877391,0.882357,0.859827,0.868114,2440,0.26,0.0313
Spambase,1,0.05,LinearProbe,0.920000,0.921404,0.910433,0.915185,258,0.06,0.0039
Spambase,1,0.05,BitFit,0.920000,0.921404,0.910433,0.915185,386,0.06,0.0038
Spambase,1,0.05,SSF,0.920000,0.921404,0.910433,0.915185,882,0.06,0.0065
Spambase,1,0.05,Adapter,0.920000,0.921404,0.910433,0.915185,4240,0.06,0.0053
Spambase,1,0.05,LoRA,0.920000,0.921404,0.910433,0.915185,3308,0.07,0.0046
Spambase,1,0.05,LFW(ours),0.920000,0.921404,0.910433,0.915185,57,0.13,0.0050
Spambase,1,0.05,FFT,0.919130,0.919422,0.910488,0.914450,48002,0.14,0.0035
Spambase,1,0.1,ZeroShot,0.920000,0.921404,0.910433,0.915185,0,0.00,0.0051
Spambase,1,0.1,VarFilter,0.906087,0.910100,0.892773,0.899709,0,0.00,0.0040
Spambase,1,0.1,MIFilter,0.924348,0.927718,0.913633,0.919544,0,0.00,0.0043
Spambase,1,0.1,LR,0.872174,0.864479,0.874456,0.868146,58,0.00,0.0001
Spambase,1,0.1,SVM,0.880870,0.876473,0.873129,0.874709,2726,0.00,0.0066
Spambase,1,0.1,RF,0.897391,0.897897,0.885986,0.891023,4222,0.26,0.0319
Spambase,1,0.1,LinearProbe,0.920000,0.921404,0.910433,0.915185,258,0.06,0.0038
Spambase,1,0.1,BitFit,0.920000,0.921404,0.910433,0.915185,386,0.06,0.0049
Spambase,1,0.1,SSF,0.920000,0.921404,0.910433,0.915185,882,0.07,0.0056
Spambase,1,0.1,Adapter,0.920000,0.921404,0.910433,0.915185,4240,0.06,0.0056
Spambase,1,0.1,LoRA,0.920000,0.921404,0.910433,0.915185,3308,0.07,0.0041
Spambase,1,0.1,LFW(ours),0.920000,0.921404,0.910433,0.915185,57,0.13,0.0040
Spambase,1,0.1,FFT,0.920870,0.927664,0.907286,0.915296,48002,0.15,0.0040
Spambase,1,0.2,ZeroShot,0.920000,0.921404,0.910433,0.915185,0,0.00,0.0038
Spambase,1,0.2,VarFilter,0.915652,0.917384,0.905301,0.910457,0,0.00,0.0040
Spambase,1,0.2,MIFilter,0.923478,0.928041,0.911757,0.918433,0,0.00,0.0041
Spambase,1,0.2,LR,0.858261,0.852586,0.849454,0.850931,58,0.01,0.0001
Spambase,1,0.2,SVM,0.853043,0.856218,0.833558,0.841608,3828,0.00,0.0091
Spambase,1,0.2,RF,0.894783,0.901708,0.878038,0.886822,8456,0.26,0.0312
Spambase,1,0.2,LinearProbe,0.920000,0.921404,0.910433,0.915185,258,0.06,0.0039
Spambase,1,0.2,BitFit,0.920000,0.921404,0.910433,0.915185,386,0.07,0.0047
Spambase,1,0.2,SSF,0.920000,0.921404,0.910433,0.915185,882,0.07,0.0056
Spambase,1,0.2,Adapter,0.920000,0.921404,0.910433,0.915185,4240,0.08,0.0052
Spambase,1,0.2,LoRA,0.920000,0.921404,0.910433,0.915185,3308,0.08,0.0053
Spambase,1,0.2,LFW(ours),0.920000,0.921404,0.910433,0.915185,57,0.16,0.0055
Spambase,1,0.2,FFT,0.922609,0.924431,0.912971,0.917915,48002,0.22,0.0042
Spambase,1,0.5,ZeroShot,0.920000,0.921404,0.910433,0.915185,0,0.00,0.0040
Spambase,1,0.5,VarFilter,0.910435,0.914596,0.897519,0.904397,0,0.00,0.0040
Spambase,1,0.5,MIFilter,0.916522,0.923169,0.902540,0.910599,0,0.00,0.0035
Spambase,1,0.5,LR,0.889565,0.883872,0.885325,0.884580,58,0.01,0.0001
Spambase,1,0.5,SVM,0.886087,0.880072,0.882069,0.881034,9570,0.01,0.0284
Spambase,1,0.5,RF,0.926957,0.928438,0.918104,0.922628,19990,0.26,0.0313
Spambase,1,0.5,LinearProbe,0.920000,0.921404,0.910433,0.915185,258,0.07,0.0036
Spambase,1,0.5,BitFit,0.920870,0.922121,0.911537,0.916144,386,0.10,0.0044
Spambase,1,0.5,SSF,0.920870,0.921282,0.912309,0.916289,882,0.23,0.0064
Spambase,1,0.5,Adapter,0.920870,0.921695,0.911923,0.916217,4240,0.11,0.0047
